extracted_text,uid,wiki_link,article_title,topic,question,model_name,model_id,generation_error
ההיסטוריה של הספורט ראשיתה בפרה היסטוריה והמשכה עד היום. ספורט נחשב לפיתוח ואימון של מיומנויות אנושי,0a10849a-1645-4417-acfc-217fc09aaf32,https://he.wikipedia.org/wiki/היסטוריה_של_הספורט,היסטוריה של הספורט,Sports,**De,gemini_2_5_pro,google/gemini-2.5-pro,
"הקשר בין מבנה האישיות לבין הצלחה בספורט הוא נושא פופולרי בחקר הפסיכולוגיה של הספורט, אך גם שנוי במחל",e964c731-5ae2-41c1-b3e9-020ad6ce2109,https://he.wikipedia.org/wiki/אישיות_בספורט,אישיות בספורט,Sports,כיצד משפיע מבנה האישיות על הצלחה בספורט באופן מעשי ובאיזה מדדים ניתן לראות הבדלים ברורים?,gpt_4o,openai/gpt-4o,
"בית הדין לבוררות בספורט (באנגלית: Court of Arbitration for Sport, בראשי תיבות CAS; ובצרפתית: Tribuna",905b6a66-11fe-49c2-9655-634862002680,https://he.wikipedia.org/wiki/בית_הדין_לבוררות_בספורט,בית הדין לבוררות בספורט,Sports,מהן,gemini_2_5_pro,google/gemini-2.5-pro,
"אוונגרד (בצרפתית: Avant-garde; באופן מילולי: ""משמר קדמי"") הוא מונח המתאר זרמים מהפכניים באומנות: בספ",d7457b31-0fbc-4835-ab45-bdd4bb658e33,https://he.wikipedia.org/wiki/אוונגרד,אוונגרד,Arts,מהם המאפיינים העיקריים של זרמי האוונגרד באמנות?,gpt_4o,openai/gpt-4o,
"אִלתור, או מלועזית: אימפּרוֹביזציה (Improvisation, או בקיצור Improv - אימפרוב), הוא הפעולה של יצירת ",9e4f4b6f-cd1e-4e17-8819-bdd5dcd6d299,https://he.wikipedia.org/wiki/אלתור,אלתור,Arts,מהם הית,gemini_2_5_pro,google/gemini-2.5-pro,
"אמנה 182 לביעור צורות העסקה חמורות של ילדים (אמנת ILO מס' 182), נועדה לבער את תופעת הצורות החמורות ב",4669c583-b81c-4fc1-8ecd-afda57242e4b,https://he.wikipedia.org/wiki/אמנה_182_לביעור_צורות_העסקה_חמורות_של_ילדים,אמנה 182 לביעור צורות העסקה חמורות של ילדים,Arts,מהם הק,gemini_2_5_pro,google/gemini-2.5-pro,
"אטריבוט (באנגלית: Attribute) הוא סימן המשמש לזיהוי ביצירת האמנות. אטריבוטים יכולים להופיע כצבע, חפץ,",68845084-8ea2-4de4-8fee-ef08f5bf20c2,https://he.wikipedia.org/wiki/אטריבוט_(אמנות),אטריבוט (אמנות),Arts,כיצד משמשים אטריבוטים שונים בתעשיות מחוץ לאמנות?,gpt_4o,openai/gpt-4o,
"אוריגמי (ביפנית: 折り紙) היא אמנות קיפולי נייר. מקור השם ""אוריגמי"" בצירוף המילים ביפנית 折り (""אוֹרִי"", ק",931f0987-6156-4a7e-b62e-a2b1e902d2dc,https://he.wikipedia.org/wiki/אוריגמי,אוריגמי,Arts,איך אמנות האוריגמי משפיעה על התרבות היפנית המודרנית?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
"מאז ימי הביניים ועד למאה ה-20, חל שינוי משמעותי במעמדו של המוזיקאי בחברה המערבית, החל ממעמד נחות של ",a918e5e0-dd4d-40db-aed3-8aef1e2493a7,https://he.wikipedia.org/wiki/מעמד_המוזיקאי_בחברה_המערבית,מעמד המוזיקאי בחברה המערבית,Music,מה היו הגורמים,gemini_2_5_pro,google/gemini-2.5-pro,
סולן הוא חבר בלהקה או נגן בתזמורת אשר שר או מנגן את החלק העיקרי של השיר או היצירה. הסולן יכול לנגן ע,5e4def34-623b-4784-86b6-b3c73dc2ed2b,https://he.wikipedia.org/wiki/סולן,סולן,Music,איך הסולנים משפיעים על הצלחת הלהקה או התזמורת בה הם משתתפים?,gpt_4o,openai/gpt-4o,
הערך מוזיקה בדת הבהאית מתייחס לרפרטואר שירים אשר תוכנו הטקסטואלי מבוסס או נלקח ישירות מפרי עיטם של ה,d5649c40-366e-48c1-b744-b0fc63cee0f2,https://he.wikipedia.org/wiki/מוזיקה_בדת_הבהאית,מוזיקה בדת הבהאית,Music,מהן ההנ,gemini_2_5_pro,google/gemini-2.5-pro,
"לִבְרִית, ובלעז לִיבְּרֶטּוֹ (libretto), היא השם הכולל לטקסט של יצירה מוזיקלית ווקאלית-בימתית, כגון:",2b885901-1500-4af1-82f3-e51ad0f104bf,https://he.wikipedia.org/wiki/לברית,לברית,Music,איך,gemini_2_5_pro,google/gemini-2.5-pro,
"לָהִיט הוא יצירה מוזיקלית, בדרך כלל שיר או נעימה, הזוכה להצלחה רבה. הגורמים העיקריים להפיכת שיר ללהי",ec41933f-cd0e-4a86-916f-fcc26142c638,https://he.wikipedia.org/wiki/להיט,להיט,Music,מהם הגורמים העיקריים שיכולים לגרום לשיר להפוך ללהיט?,gpt_4o,openai/gpt-4o,
"באמנות, אקטיביזם היה מגמת אמנות ספרותית וחזותית במרכז ובמזרח אירופה בשנות העשור השני של המאה ה-20 וב",a4c9de8f-1d10-44d4-a650-49af637e7292,https://he.wikipedia.org/wiki/אקטיביזם_(אמנות),אקטיביזם (אמנות),Literature,איזה השפעות היו לאקטיביזם באמנות על התנועות האמנותיות האחרות בתקופה זו?,gpt_4o,openai/gpt-4o,
"אונגנייאו (בקוריאנית: 웅녀; הנג'ה: 熊女, פשוט כמשמעו: אשת-דוב) היה דוב שהפך לאישה על פי מיתוס בריאת העול",03c546bf-ff1d-407e-a98d-196e4968259c,https://he.wikipedia.org/wiki/אונגנייאו,אונגנייאו,Literature,כיצד הפכה אונגנייאו מאשת-דוב לאישה על פי המיתוס הקוריאני?,gpt_4o,openai/gpt-4o,
"ספרות אפורה היא ספרות מקצועית הנוצרת, מופצת ומתפרסמת באופן עצמאי על ידי גופים שונים כגון מוסדות ציבו",af1a6b7b-4529-4d51-a53c-1090553cdf12,https://he.wikipedia.org/wiki/ספרות_אפורה,ספרות אפורה,Literature,"מדוע מכנים את הספרות הזו ""ספרות אפורה"" ומה המקור לשם זה?",claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
מועדון קריאה הוא קבוצה של אנשים המתכנסת במטרה לדון בנושא מסוים או ברשימת קריאה מוסכמת. מועדוני הקריא,02427a31-a0e8-4b0b-841f-8c8550610f99,https://he.wikipedia.org/wiki/מועדון_קריאה,מועדון קריאה,Literature,ועד,gemini_2_5_pro,google/gemini-2.5-pro,
"דיקציה (מלטינית: Dictionem, ""אמירה, ביטוי, מילה"") במשמעותה המקורית, היא בחירת המילים של סופר או דובר",1dbbbd96-4c66-4e4d-ae96-33adce678e9b,https://he.wikipedia.org/wiki/דיקציה,דיקציה,Literature,כיצד הבחירה במילים מסוימות יכולה להשפיע על התפיסה של הקהל כלפי המסר של הסופר או הדובר?,gpt_4o,openai/gpt-4o,
Setjetting (באנגלית: Setjetting; או כמשמעותו חופשת מיקום או חופשת אתרים) הוא אופנה של נסיעה ליעדים ש,468f9b43-ff76-4f42-88ae-8074e1351cdc,https://he.wikipedia.org/wiki/Setjetting,Setjetting,Cinema,מהם השיקולים של אנשים הבוחרים בסטג'טינג כיעד לחופשה שלהם?,gpt_4o,openai/gpt-4o,
"כיסא במאים (באנגלית: Director's chair) הוא כיסא קל, מתקפל, שניתן לקפלו בתנועת מספריים. משענת הגב של ",9680c0a4-eec5-4d0e-813d-110c35d27d2a,https://he.wikipedia.org/wiki/כיסא_במאים,כיסא במאים,Cinema,מתי ול,gemini_2_5_pro,google/gemini-2.5-pro,
FIAPF (באנגלית: International Federation of Film Producers Associations) הוא ארגון המורכב מ-36 אגודו,58571e2f-33f7-4cec-9393-dffa24138766,https://he.wikipedia.org/wiki/FIAPF,FIAPF,Cinema,מהם הק,gemini_2_5_pro,google/gemini-2.5-pro,
"ראינוע (או סרט אילם) היה שלב ראשוני ומשמעותי בהתפתחות הקולנוע, שבו הוקרנו יצירות מצולמות של קטעי תנו",9a03ad96-7c3a-4264-acf5-b7dd63f13654,https://he.wikipedia.org/wiki/ראינוע,ראינוע,Cinema,כיצד הת,gemini_2_5_pro,google/gemini-2.5-pro,
"סדרות קולנוע היו סדרות של פרקים או של סרטים קצרים במסגרת עלילתית אחת, ששודרו בבתי קולנוע במחצית הראש",aebfb385-4ada-4619-a49c-a880356970be,https://he.wikipedia.org/wiki/סדרת_קולנוע,סדרת קולנוע,Cinema,מתי החלו להקרין סדרות קולנוע בבתי הקולנוע ומדוע הן היו פופולריות?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
"היסטוריה היא חקר מאורעות העבר בתולדות האנושות. מבחינה מתודולוגית, מחקר זה מתבצע לרוב על סמך תעודות כ",6f8f54f5-fd19-4687-ae24-c810ded5c9c3,https://he.wikipedia.org/wiki/היסטוריה,היסטוריה,History,כיצ,gemini_2_5_pro,google/gemini-2.5-pro,
"אִידֵאוֹלוֹגְיָה (מיוונית: Ιδεολογία) היא מערכת של רעיונות, אמונות וערכים שמנחים את תפיסת העולם, ההת",35959a40-458c-41e2-9b07-480f059eb9a7,https://he.wikipedia.org/wiki/אידאולוגיה,אידאולוגיה,History,כיצ,gemini_2_5_pro,google/gemini-2.5-pro,
"גֵּנֵאָלוֹגְיָה, או בעברית חקר יוחסין, היא מדע עזר בהיסטוריה ואנתרופולוגיה לחקר ההקשר הגנטי של קבוצת",7b5887fe-3983-497a-aa87-1d70c40fe6af,https://he.wikipedia.org/wiki/גנאלוגיה,גנאלוגיה,History,איך מחקר גנאלוגי יכול לתרום לנו באופן מעשי בחיי היום-יום?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
מדעי עזר בהיסטוריה  הם מדעים אשר עוזרים להעריך ולהשתמש במקורות היסטוריים וככאלו מהווים מדעי עזר למחק,65391332-16c2-44a1-b4bf-5ab670cb88c0,https://he.wikipedia.org/wiki/מדעי_עזר_בהיסטוריה,מדעי עזר בהיסטוריה,History,אילו תחומים,gemini_2_5_pro,google/gemini-2.5-pro,
"אסכולת ה""אנאל"" (בצרפתית: L'École des Annales, ""אסכולת ספרי השנים"") היא אסכולה היסטוריוגרפית שראשיתה ",73ff4fae-7081-4c50-b9eb-de43b58b11d6,https://he.wikipedia.org/wiki/אסכולת_האנאל,אסכולת האנאל,History,"מה מאפיין את המתודולוגיה של אסכולת ה""אנאל"" בחקר ההיסטוריה?",claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
"הידרופיליות (hydrophilicity) (מיוונית: ύδρο, הידרו – מים; φιλια, פיליה – ידידות, אהבה) מתארת את התכו",1a4ca35e-69cc-4479-be65-4e067673cc00,https://he.wikipedia.org/wiki/הידרופיליות,הידרופיליות,Biology,מהו המנגנון,gemini_2_5_pro,google/gemini-2.5-pro,
ארגון ביולוגי או היררכית החיים הוא תפיסה היררכית של מבנים ביולוגיים מורכבים בשיטה רדוקציוניסטית. ההי,4bb709ef-50be-440f-8655-c7141ea87ea5,https://he.wikipedia.org/wiki/ארגון_ביולוגי,ארגון ביולוגי,Biology,on,gemini_2_5_pro,google/gemini-2.5-pro,
"בִּיּוֹלוֹגְיָה היא ענף במדעי הטבע, העוסק בהרכבו של עולם החי והצומח, במקור החיים, ברבגוניותם, ובהתנה",46943008-f8f4-464e-bd82-36d4ca07e295,https://he.wikipedia.org/wiki/ביולוגיה,ביולוגיה,Biology,איך הבנת הביולוגיה משפיעה על התפתחות תרופות חדשות?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
"חומרים ותהליכים אנדוגניים הם אלה שמקורם במערכת חיה כגון אורגניזם, רקמה או תא.
לעומת זאת חומרים ותהלי",603955e2-9959-4c40-b3ca-17d359c42046,https://he.wikipedia.org/wiki/אנדוגני_(ביולוגיה),אנדוגני (ביולוגיה),Biology,מהם הדוגמאות הנפוצות ביותר לחומרים ותהליכים אנדוגניים במערכת האנושית?,gpt_4o,openai/gpt-4o,
"אִינְטֶרְאַקְצִיָּה (בעברית: הידוד, הִדּוּד בכתיב מנוקד; או פְּעֻלַּת-גּוֹמְלִין) היא פעולה שבה שני ",8a9e3bbb-8f34-4659-9017-b89f89a8ec24,https://he.wikipedia.org/wiki/אינטראקציה,אינטראקציה,Biology,מהם התחומים או התעשיות שבהם ההבנה של אינטראקציה היא קריטית במיוחד?,gpt_4o,openai/gpt-4o,
"PubChem הוא בסיס נתונים כימי ענק המכיל גם מידע אודות ההשפעות הביולוגיות של החומרים על אורגניזמים.
המ",d8e3de8f-4a1f-4f10-88e5-f0d6ffa457b1,https://he.wikipedia.org/wiki/PubChem,PubChem,Chemistry,כיצד מנג,gemini_2_5_pro,google/gemini-2.5-pro,
"אינדקס מרק (Merck Index; על שם חברת התרופות הגרמנית Merck) היא אנציקלופדיה של כימיקלים, תרופות ותרכו",7fda2e77-102c-4c15-b1a7-5a182db544fe,https://he.wikipedia.org/wiki/אינדקס_מרק,אינדקס מרק,Chemistry,מהי המטרה העיקרית של אינדקס מרק ולמי הוא מיועד?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
"כִימְיָה או כִּימְיָה (מיוונית: Χημια) היא ענף במדעי הטבע העוסק בהרכב החומר, מבנהו, תכונותיו והשינוי",934b8181-a159-4d32-87c5-05ac6bc059bb,https://he.wikipedia.org/wiki/כימיה,כימיה,Chemistry,מהן התרומות,gemini_2_5_pro,google/gemini-2.5-pro,
"בכימיה, בלוק או גוש (באנגלית: Block) הוא יחידה ארגונית בטבלה המחזורית, המקבצת יסודות כימיים על בסיס ",e484962a-de5c-40f2-92a1-b67e51ff1d31,https://he.wikipedia.org/wiki/בלוק_(כימיה),בלוק (כימיה),Chemistry,כיצד החלוקה לבלוקים בטבלה המחזורית מסייעת להבנת תכונות כימיות של היסודות?,gpt_4o,openai/gpt-4o,
"אנלוג מבני, המכונה גם אנלוג כימי או פשוט אנלוג, הוא תרכובת בעלת מבנה דומה לזה של תרכובת אחרת, אך שונ",37b901eb-15bd-44a9-b5c2-f64dc2976a27,https://he.wikipedia.org/wiki/אנלוג_מבני,אנלוג מבני,Chemistry,*,gemini_2_5_pro,google/gemini-2.5-pro,
האפקט הפוטו-וולטאי הוא תופעה פיזיקלית של יצירת מתח וזרם חשמלי בחומר כתוצאה מחשיפה לאור. בשפה פשוטה י,68988af2-03c9-4ce5-81fb-d0109c4ddaf0,https://he.wikipedia.org/wiki/האפקט_הפוטו-וולטאי,האפקט הפוטו-וולטאי,Physics,באילו יישומים יומיומיים אנחנו עשויים לפגוש את האפקט הפוטו-וולטאי?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
בפיזיקה ובכימיה ישנן מספר דוגמאות לתופעות שבהן עבור מספרים ספציפיים של חלקיקים מתקבלים גופים יציבים,fdd33698-57cc-4a42-8bdf-9258e4dcce1b,https://he.wikipedia.org/wiki/מספר_קסם_(מדע),מספר קסם (מדע),Physics,מדוע חשוב להבין את התופעות של יציבות בהתקבצויות חלקיקים מסוימות ואיך זה משפיע על המחקר המדעי כיום?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
"מרחב תלת-ממדי הוא מרחב מתמטי או פיזיקלי, שיש לו שלושה ממדים, למשל אורך, רוחב וגובה. בפיזיקה קלאסית מ",49032937-ff02-4233-b3ba-ad5a6d5bbd7b,https://he.wikipedia.org/wiki/מרחב_תלת-ממדי,מרחב תלת-ממדי,Physics,כיצד ת,gemini_2_5_pro,google/gemini-2.5-pro,
"בפילוסופיה ובפיזיקה הקדומה עלתה השערה, שמיוחסת לאריסטו, לפיה הטבע מתנגד לקיום ריק, מרווחים בתוך התוו",020d33b8-fbc2-4223-83b7-38bff1bac9ff,https://he.wikipedia.org/wiki/אימת_הריק_(פיזיקה),אימת הריק (פיזיקה),Physics,מהן ההשלכות של רעיון ההתנגדות של הטבע לקיום ריק על הפיזיקה המודרנית?,gpt_4o,openai/gpt-4o,
"חקר מעמקי הים הוא חקירת תנאים פיזיקליים, כימיים וביולוגיים בקרקעית האוקיינוסים, למטרות מדעיות ומסחרי",c21209d1-6a60-4a65-8a06-d47bfbcf7a72,https://he.wikipedia.org/wiki/חקר_מעמקי_הים,חקר מעמקי הים,Physics,מדוע חקר מעמקי הים חשוב לתעשיית התרופות העולמית?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
במתמטיקה זמן בדיד וזמן רציף הם שתי גישות שבהן אפשר למדל משתנים התלויים בזמן. אפשר לנקוט גישות דומות,e519cbab-cd15-406f-93c7-fa549589652e,https://he.wikipedia.org/wiki/זמן_בדיד_וזמן_רציף,זמן בדיד וזמן רציף,Mathematics,כיצד משפי,gemini_2_5_pro,google/gemini-2.5-pro,
"הוראת המתמטיקה היא תחום העוסק בהוראה ובלימוד של מתמטיקה.
חוקרים בחינוך המתמטי מפתחים כלים, שיטות וגי",c4ddcff2-b243-40b1-ad28-f579fcd0e7e3,https://he.wikipedia.org/wiki/הוראת_המתמטיקה,הוראת המתמטיקה,Mathematics,מהם האתגרים העיקריים בהוראת מתמטיקה בעידן הדיגיטלי?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
"ציר המספרים או ישר המספרים הוא תמונה חד-ממדית של קו ישר, עליו מסומנות נקודות, המציינות את המספרים הש",a05017fd-e29f-4e4b-9f0f-c93e3488139f,https://he.wikipedia.org/wiki/ציר_המספרים,ציר המספרים,Mathematics,מהו השימוש העיקרי בציר המספרים בהוראת מתמטיקה?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
"מטא-מתמטיקה (או מטאמתמטיקה) הוא המחקר של המתמטיקה עצמה על ידי כלים מתמטיים, דבר המוביל למטא-תאוריות,",8f9d954f-9a3a-4638-aaad-268bcc12f2a4,https://he.wikipedia.org/wiki/מטא-מתמטיקה,מטא-מתמטיקה,Mathematics,איך מטא-מתמטיקה משפיעה על החינוך המתמטי ועל הבנת תלמידים את המושגים המתמטיים?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
נבחרת ישראל במתמטיקה מונה כ-50 בני נוער מצטיינים. חברי הנבחרת מתאמנים יחד לקראת תחרויות מתמטיקה בין-,769eeba8-507e-4ebf-adb5-75768592da0a,https://he.wikipedia.org/wiki/נבחרת_ישראל_במתמטיקה,נבחרת ישראל במתמטיקה,Mathematics,איך נבחרים בני הנוער לנבחרת ישראל במתמטיקה?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
"אינסוף הוא העדר גבול בהמשכיותו של עצם או נתון מוגדר. הוא מונח מצוי בפילוסופיה, תאולוגיה ומתמטיקה. הע",51b0e03c-fd7a-452c-ab52-2266372f55c4,https://he.wikipedia.org/wiki/אינסוף_(פילוסופיה),אינסוף (פילוסופיה),Philosophy,כיצד הת,gemini_2_5_pro,google/gemini-2.5-pro,
"באתיקה, יׇשְׁרָה (בלועזית: אינטגריטי) היא כנות ואמיתות או הקפדה על הפעולות הננקטות. יושרה יכולה להיח",58023d58-00b9-454d-8e29-85f023f54df6,https://he.wikipedia.org/wiki/יושרה,יושרה,Philosophy,איך ניתן לפתח יושרה בחיים האישיים ובמקומות העבודה?,gpt_4o,openai/gpt-4o,
"אנטיתזה או אנטיתזיס (ביוונית ἀντίθέσις ניגוד. אנטי - נגד, תזה - עמדה) היא ניגוד ישיר או הפך מדויק למ",0afd9610-62fb-46c0-a595-f6eef986b0b3,https://he.wikipedia.org/wiki/אנטיתזה,אנטיתזה,Philosophy,איך משתמשים באנטיתזה בספרות מודרנית?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
"אם עץ נופל ביער ואף אחד לא שומע, האם הוא השמיע צליל? היא שאלה או חידה פילוסופית מתחום האפיסטמולוגיה,",ef0649e1-c512-4ed4-9ef1-c99e405c47fe,https://he.wikipedia.org/wiki/אם_עץ_נופל_ביער,אם עץ נופל ביער,Philosophy,"מה המשמעות הפילוסופית של השאלה ""אם עץ נופל ביער ואף אחד לא שומע, האם הוא השמיע צליל?"" ואיך היא משפיעה על הבנת המציאות שלנו?",gpt_4o,openai/gpt-4o,
"אני חושב, משמע אני קיים (מלטינית: Cogito ergo sum, קוֹגִיטוֹ אֶרְגוֹ סוּם, ובקיצור הקוגיטו) הוא משפט",3cbc4d13-7363-442b-b871-4df2787420df,"https://he.wikipedia.org/wiki/אני_חושב,_משמע_אני_קיים","אני חושב, משמע אני קיים",Philosophy,כיצד השפי,gemini_2_5_pro,google/gemini-2.5-pro,
החוויה הדתית לסוגיה: מחקר בטבע האדם (באנגלית: The Varieties of Religious Experience: A Study in Huma,e14d534c-5168-4c38-aa36-65afb08c37bf,https://he.wikipedia.org/wiki/החוויה_הדתית_לסוגיה,החוויה הדתית לסוגיה,Religion,מה הנושאים המרכזיים שנדונים בספר זה וכיצד הם משפיעים על הבנת טבע האדם הדתי?,gpt_4o,openai/gpt-4o,
"בית רוח הוא מקדש לרוח המגן על המקום. הם נפוצים במדינות דרום מזרח אסיה בורמה, קמבודיה, לאוס, תאילנד, ",ba982cde-ce13-49a4-801c-75b163b52016,https://he.wikipedia.org/wiki/בית_רוח,בית רוח,Religion,מהן הסיבות העיקריות להקמת בית רוח במדינות דרום מזרח אסיה?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
"היירוגמיה (ביוונית: ἱερογαμία, מתוך ἱερὸς γάμος – היירוס הוא קדוש, גמוס הוא נישואים, יחסי מין), או י",2b2e8814-a99a-4eea-a63f-8a7b660e6897,https://he.wikipedia.org/wiki/היירוגמיה,היירוגמיה,Religion,מהי המשמעות הסמלית של היירוגמיה בתרבויות עתיקות?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,
"ביקורת על היהדות, החוקים והמנהגים שלה צמחו בעבר מתוך ויכוחים וטיעונים של נוצרים ומוסלמים. לפעמים טענ",8474da56-6b45-4f85-97dc-5fab6608235f,https://he.wikipedia.org/wiki/ביקורת_על_היהדות,ביקורת על היהדות,Religion,"מדוע נוצרים ומוסלמים בעבר היו מעוניינים להטיל ביקורת על היהדות, ומה היו המניעים שלהם לכך?",gpt_4o,openai/gpt-4o,
"דת היא התארגנות חברתית או תרבותית הכוללת מערכת של אמונות או השקפות עולם, אשר בדרך כלל מקשרות את מאמי",0c753d7a-33a6-45f0-9c9b-c99a31eaf552,https://he.wikipedia.org/wiki/דת,דת,Religion,כיצד מש,gemini_2_5_pro,google/gemini-2.5-pro,
"חברה סגורה היא תפיסה חברתית שבה קבוצה מסוימת מגבילה את עצמה מתוך אמונה או ערכים משותפים, ובכך מגדירה",80efc0a1-aac1-4567-a56e-94f6540b4970,https://he.wikipedia.org/wiki/חברה_סגורה,חברה סגורה,Society,מהם הדוגמאות המוכרות ביותר לחברות סגורות בעולם כיום?,gpt_4o,openai/gpt-4o,
"במדעי החברה, הסְפֵרָה הציבורית או המרחב הציבורי הם כינויים לכל הפעילויות האנושיות הנעשות בציבור, מחו",24883d01-eb94-4129-afbe-a95bf51e756e,https://he.wikipedia.org/wiki/הספרה_הציבורית,הספרה הציבורית,Society,כיצד הש,gemini_2_5_pro,google/gemini-2.5-pro,
דייט (מאנגלית: Date) היא פגישת היכרות בין שני אנשים על מנת להעריך את מידת ההתאמה של הצד השני כשותף פ,67177255-fa4c-40a1-8fac-66a61870c43d,https://he.wikipedia.org/wiki/דייט,דייט,Society,מה הם הגורמים הנפוצים שמובילים לכישלון של דייטים?,gpt_4o,openai/gpt-4o,
