extracted_text,uid,wiki_link,article_title,topic,question,model_name,model_id,generation_error
"High-intensity interval training (אימון הפוגות בעצימות גבוהה) או HIIT, מהווה שיטת אימון נוספת על אימון ההפוגות הקלאסי, אסטרטגיית אימון המשלבת מחזורי א",7c8b073c-5e90-407d-b7b1-f443885dfd6b,https://he.wikipedia.org/wiki/HIIT,HIIT,Sports,באילו מצבים רפואיים או גופניים אימון HIIT עלול להיות מסוכן או לא מומלץ בהשוואה לאימון אירובי מתון?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"טורניר הוא שמו של אירוע ספורטיבי בימי הביניים בו התחרו במספר מקצים של ספורטי לחימה שונים, בין שתי קבוצות יריבות או בין יחידים. הקרבות נערכו בדרך כלל ע",6706762e-cf56-4cf8-bd17-865cd1bf647b,https://he.wikipedia.org/wiki/טורניר,טורניר,Sports,אילו כישורים או תכונות נחשבו לחשובים ביותר עבור אביר שביקש להצטיין בטורנירים אלו מעבר למיומנות הלחימה גרידא?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
ההיסטוריה של הספורט ראשיתה בפרה היסטוריה והמשכה עד היום. ספורט נחשב לפיתוח ואימון של מיומנויות אנושיות בסיסיות – הן למטרות תועלתניות והן לשם האימון עצ,0a10849a-1645-4417-acfc-217fc09aaf32,https://he.wikipedia.org/wiki/היסטוריה_של_הספורט,היסטוריה של הספורט,Sports,"כיצד השתנתה התפיסה החברתית של הספורט לאורך ההיסטוריה, מהיותו כלי הישרדותי ועד להפיכתו לבידור המוני ותרבות פנאי?",gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"הקשר בין מבנה האישיות לבין הצלחה בספורט הוא נושא פופולרי בחקר הפסיכולוגיה של הספורט, אך גם שנוי במחלוקת משום שטרם נמצא מודל המנבא בצורה טובה הישגים ספ",e964c731-5ae2-41c1-b3e9-020ad6ce2109,https://he.wikipedia.org/wiki/אישיות_בספורט,אישיות בספורט,Sports,אילו תכונות אופי נחשבות כיום למנבאות הצלחה בספורט למרות היעדר הסכמה מדעית גורפת על מודל אחיד?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"בית הדין לבוררות בספורט (באנגלית: Court of Arbitration for Sport, בראשי תיבות CAS; ובצרפתית: Tribunal arbitral du sport,‏ בראשי תיבות TAS) הוא גוף בינ",905b6a66-11fe-49c2-9655-634862002680,https://he.wikipedia.org/wiki/בית_הדין_לבוררות_בספורט,בית הדין לבוררות בספורט,Sports,באילו מקרים או נסיבות עשוי ספורטאי או ארגון לבחור שלא לפנות לערכאות המשפטיות הרגילות במדינתם ולהעדיף את הכרעת ה-CAS?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"אוונגרד (בצרפתית: Avant-garde; באופן מילולי: ""משמר קדמי"") הוא מונח המתאר זרמים מהפכניים באומנות: בספרות, במוזיקה ובאמנויות הפלסטיות. משמעותו המקורית ש",d7457b31-0fbc-4835-ab45-bdd4bb658e33,https://he.wikipedia.org/wiki/אוונגרד,אוונגרד,Arts,כיצד לדעתך השפיעה התפיסה האוונגרדית על האופן שבו אמנים מודרניים תופסים את תפקידם בחברה כיום?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"אִלתור, או מלועזית: אימפּרוֹביזציה (Improvisation, או בקיצור Improv - אימפרוב), הוא הפעולה של יצירת דבר חדש ושונה במשך תקופת זמן מסוימת ללא תכנון מקדי",9e4f4b6f-cd1e-4e17-8819-bdd5dcd6d299,https://he.wikipedia.org/wiki/אלתור,אלתור,Arts,אילו תכונות אופי או כישורים נדרשים מאדם כדי להצליח באלתור ברמה גבוהה?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"אמנה 182 לביעור צורות העסקה חמורות של ילדים (אמנת ILO מס' 182), נועדה לבער את תופעת הצורות החמורות ביותר של עבודת ילדים, ובכלל זה, עבדות, סחר, זנות וע",4669c583-b81c-4fc1-8ecd-afda57242e4b,https://he.wikipedia.org/wiki/אמנה_182_לביעור_צורות_העסקה_חמורות_של_ילדים,אמנה 182 לביעור צורות העסקה חמורות של ילדים,Arts,אילו אתגרים מרכזיים ניצבים בפני מדינות המנסות לאכוף את האמנה בפועל באזורים שבהם עבודת ילדים היא חלק בלתי נפרד מהכלכלה המקומית?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"אטריבוט (באנגלית: Attribute) הוא סימן המשמש לזיהוי ביצירת האמנות. אטריבוטים יכולים להופיע כצבע, חפץ, מאפיין פיזי, חיה ועוד המתקשרים לדמות ביצירה ומאפש",68845084-8ea2-4de4-8fee-ef08f5bf20c2,https://he.wikipedia.org/wiki/אטריבוט_(אמנות),אטריבוט (אמנות),Arts,"כיצד השתנתה המשמעות והחשיבות של השימוש באטריבוטים באמנות לאורך תקופות היסטוריות שונות, בהשוואה לאמנות המודרנית?",gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"אוריגמי (ביפנית: 折り紙) היא אמנות קיפולי נייר. מקור השם ""אוריגמי"" בצירוף המילים ביפנית 折り (""אוֹרִי"", קיפול) ו-紙 (""גאמִי"", פיסת נייר). השם ""אוריגמי"" נטבע",931f0987-6156-4a7e-b62e-a2b1e902d2dc,https://he.wikipedia.org/wiki/אוריגמי,אוריגמי,Arts,אילו השפעות חברתיות או תרבותיות הובילו להתפתחות האוריגמי מעבר להיותו פעילות פנאי גרידא?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"מאז ימי הביניים ועד למאה ה-20, חל שינוי משמעותי במעמדו של המוזיקאי בחברה המערבית, החל ממעמד נחות של משרת בימי הביניים, ועד לדמות הסלבריטי במאה ה-20.

",a918e5e0-dd4d-40db-aed3-8aef1e2493a7,https://he.wikipedia.org/wiki/מעמד_המוזיקאי_בחברה_המערבית,מעמד המוזיקאי בחברה המערבית,Music,אילו גורמים חברתיים או תרבותיים מרכזיים הובילו לשינוי בתפיסת המוזיקאי ממשרת פשוט לדמות נערצת?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"סולן הוא חבר בלהקה או נגן בתזמורת אשר שר או מנגן את החלק העיקרי של השיר או היצירה. הסולן יכול לנגן על כלי נגינה אחד או יותר.
הסולן בלהקה לעיתים נקרא ה",5e4def34-623b-4784-86b6-b3c73dc2ed2b,https://he.wikipedia.org/wiki/סולן,סולן,Music,מהם האתגרים המקצועיים הייחודיים שעומדים בפני סולן לעומת שאר חברי הלהקה?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"הערך מוזיקה בדת הבהאית מתייחס לרפרטואר שירים אשר תוכנו הטקסטואלי מבוסס או נלקח ישירות מפרי עיטם של הבאב, מייסדה, בהאא אללה וממשיך דרכו עבד אל-בהאא'. כ",d5649c40-366e-48c1-b744-b0fc63cee0f2,https://he.wikipedia.org/wiki/מוזיקה_בדת_הבהאית,מוזיקה בדת הבהאית,Music,כיצד משפיעה הגישה המוזיקלית בדת הבהאית על סגנונות ההלחנה והביצוע בטקסים הדתיים שלהם בפועל?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"לִבְרִית, ובלעז לִיבְּרֶטּוֹ (libretto), היא השם הכולל לטקסט של יצירה מוזיקלית ווקאלית-בימתית, כגון: אופרה, אופרטה, אורטוריה או מחזמר.
מקור המילה באיט",2b885901-1500-4af1-82f3-e51ad0f104bf,https://he.wikipedia.org/wiki/לברית,לברית,Music,כיצד השפיע השימוש בליברית על המבנה האמנותי של האופרה לאורך ההיסטוריה?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"לָהִיט הוא יצירה מוזיקלית, בדרך כלל שיר או נעימה, הזוכה להצלחה רבה. הגורמים העיקריים להפיכת שיר ללהיט הם היותו קליט לאוזן וקל לשירה, קצבי לריקוד, או נ",ec41933f-cd0e-4a86-916f-fcc26142c638,https://he.wikipedia.org/wiki/להיט,להיט,Music,"באילו אופנים השפיעו הרשתות החברתיות ופלטפורמות הסטרימינג על הדרך שבה שירים מסוימים הופכים ללהיטים כיום, בהשוואה לתקופות עבר?",gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"באמנות, אקטיביזם היה מגמת אמנות ספרותית וחזותית במרכז ובמזרח אירופה בשנות העשור השני של המאה ה-20 ובשנות ה-20 של המאה ה-20.


== היווצרותו ומטרותיו ==",a4c9de8f-1d10-44d4-a650-49af637e7292,https://he.wikipedia.org/wiki/אקטיביזם_(אמנות),אקטיביזם (אמנות),Literature,כיצד השפיע האי-שקט הפוליטי והחברתי של התקופה על הדרכים שבהן אמני האקטיביזם בחרו להעביר את המסרים שלהם לקהל הרחב?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"אונגנייאו (בקוריאנית: 웅녀; הנג'ה: 熊女, פשוט כמשמעו: אשת-דוב) היה דוב שהפך לאישה על פי מיתוס בריאת העולם של האומה הקוריאנית.


== האגדה ==
על פי האגדה, נ",03c546bf-ff1d-407e-a98d-196e4968259c,https://he.wikipedia.org/wiki/אונגנייאו,אונגנייאו,Literature,אילו השלכות תרבותיות או חברתיות יש להפיכתה של דוב לאישה בדמותה של אונגנייאו על תפיסת הזהות הלאומית הקוריאנית כיום?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"ספרות אפורה היא ספרות מקצועית הנוצרת, מופצת ומתפרסמת באופן עצמאי על ידי גופים שונים כגון מוסדות ציבור, מוסדות של המגזר השלישי, אגודות מקצועיות, אקדמיה",af1a6b7b-4529-4d51-a53c-1090553cdf12,https://he.wikipedia.org/wiki/ספרות_אפורה,ספרות אפורה,Literature,מדוע נתקלים לעיתים קרובות בקשיים באיתור ובקטלוג של ספרות אפורה בספריות ובמאגרי מידע אקדמיים?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"מועדון קריאה הוא קבוצה של אנשים המתכנסת במטרה לדון בנושא מסוים או ברשימת קריאה מוסכמת. מועדוני הקריאה נפגשים בקביעות, בדרך כלל פעם בחודש. מועדוני הקרי",02427a31-a0e8-4b0b-841f-8c8550610f99,https://he.wikipedia.org/wiki/מועדון_קריאה,מועדון קריאה,Literature,אילו אתגרים חברתיים או דינמיקה קבוצתית עלולים להיווצר כאשר חברי המועדון מחזיקים בדעות מנוגדות על הספר שקראו?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"דיקציה (מלטינית: Dictionem, ""אמירה, ביטוי, מילה"") במשמעותה המקורית, היא בחירת המילים של סופר או דובר וסגנון ביטוי בשיר או בסיפור. בשימושה הנפוץ יותר, ",1dbbbd96-4c66-4e4d-ae96-33adce678e9b,https://he.wikipedia.org/wiki/דיקציה,דיקציה,Literature,כיצד משפיעה בחירת מילים (דיקציה) על האופן שבו הקורא תופס את דמותו ואמינותו של הדובר ביצירה ספרותית?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
Setjetting (באנגלית: Setjetting; או כמשמעותו חופשת מיקום או חופשת אתרים) הוא אופנה של נסיעה ליעדים שהיו אתרי צילום של סרטים. דוגמאות כוללות סיור בלונד,468f9b43-ff76-4f42-88ae-8074e1351cdc,https://he.wikipedia.org/wiki/Setjetting,Setjetting,Cinema,"כיצד משפיעה התופעה של ""Setjetting"" על הכלכלה והפיתוח התיירותי של ערים או אזורים מרוחקים שצולמו בהם סרטים מצליחים?",gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"כיסא במאים (באנגלית: Director's chair) הוא כיסא קל, מתקפל, שניתן לקפלו בתנועת מספריים. משענת הגב של הכיסא והמושב עשויים בד או פלסטיק גמיש ומתקפל. רגלי",9680c0a4-eec5-4d0e-813d-110c35d27d2a,https://he.wikipedia.org/wiki/כיסא_במאים,כיסא במאים,Cinema,מדוע הפך דווקא כיסא מסוג זה לסמל המזוהה עם במאי קולנוע ועם תעשיית הבידור?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
FIAPF (באנגלית: International Federation of Film Producers Associations) הוא ארגון המורכב מ-36 אגודות חברות מ-30 המדינות המובילות בעולם בתחום האודיו-ו,58571e2f-33f7-4cec-9393-dffa24138766,https://he.wikipedia.org/wiki/FIAPF,FIAPF,Cinema,אילו קריטריונים או סטנדרטים מקצועיים צריכה לעמוד בהם מדינה כדי שאגודת מפיקי הסרטים שלה תתקבל כחברה בארגון ה-FIAPF?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"ראינוע (או סרט אילם) היה שלב ראשוני ומשמעותי בהתפתחות הקולנוע, שבו הוקרנו יצירות מצולמות של קטעי תנועה, אך ללא צליל מוקלט מראש. המצאת הראינוע מיוחסת ל",9a03ad96-7c3a-4264-acf5-b7dd63f13654,https://he.wikipedia.org/wiki/ראינוע,ראינוע,Cinema,אילו אתגרים יצירתיים עמדו בפני יוצרי הסרטים בתקופת הראינוע כדי להעביר רגשות ומסרים מורכבים לקהל ללא שימוש בדיאלוגים קוליים?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"סדרות קולנוע היו סדרות של פרקים או של סרטים קצרים במסגרת עלילתית אחת, ששודרו בבתי קולנוע במחצית הראשונה של המאה ה-20, טרם הפיכת מקלט הטלוויזיה למוצר ב",aebfb385-4ada-4619-a49c-a880356970be,https://he.wikipedia.org/wiki/סדרת_קולנוע,סדרת קולנוע,Cinema,אילו אלמנטים עלילתיים או טכניים הפכו את סדרות הקולנוע הללו למצליחות כל כך בקרב הקהל באותה תקופה?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"היסטוריה היא חקר מאורעות העבר בתולדות האנושות. מבחינה מתודולוגית, מחקר זה מתבצע לרוב על סמך תעודות כתובות, תוך כדי פרשנות וניתוח רצפים של מאורעות מתוע",6f8f54f5-fd19-4687-ae24-c810ded5c9c3,https://he.wikipedia.org/wiki/היסטוריה,היסטוריה,History,כיצד משתנה אמינותו של המחקר ההיסטורי כאשר אין בנמצא תעודות כתובות על תקופה מסוימת?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"אִידֵאוֹלוֹגְיָה (מיוונית: Ιδεολογία) היא מערכת של רעיונות, אמונות וערכים שמנחים את תפיסת העולם, ההתנהגות והפעולה של יחידים או קבוצות, במיוחד בהקשרים ",35959a40-458c-41e2-9b07-480f059eb9a7,https://he.wikipedia.org/wiki/אידאולוגיה,אידאולוגיה,History,"כיצד משפיעות אידיאולוגיות שונות על האופן שבו חברות אנושיות בוחרות להגדיר את המושג ""צדק""?",gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"גֵּנֵאָלוֹגְיָה, או בעברית חקר יוחסין, היא מדע עזר בהיסטוריה ואנתרופולוגיה לחקר ההקשר הגנטי של קבוצת אורגניזמים. במובן הצר, המונח מתייחס לחקר היוחסין ",7b5887fe-3983-497a-aa87-1d70c40fe6af,https://he.wikipedia.org/wiki/גנאלוגיה,גנאלוגיה,History,כיצד עשויים גילויים גנאלוגיים לשנות את התפיסה העצמית של אדם בנוגע לזהות התרבותית או הלאומית שלו?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
מדעי עזר בהיסטוריה  הם מדעים אשר עוזרים להעריך ולהשתמש במקורות היסטוריים וככאלו מהווים מדעי עזר למחקר ההיסטורי. רבים מן התחומים הללו התפתחו בין המאה ה,65391332-16c2-44a1-b4bf-5ab670cb88c0,https://he.wikipedia.org/wiki/מדעי_עזר_בהיסטוריה,מדעי עזר בהיסטוריה,History,באילו דרכים משתנים כיום כלי המחקר של מדעי העזר בעקבות כניסת הטכנולוגיה והבינה המלאכותית לתחום ההיסטוריה?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"אסכולת ה""אנאל"" (בצרפתית: L'École des Annales, ""אסכולת ספרי השנים"") היא אסכולה היסטוריוגרפית שראשיתה בשנת 1929 באוניברסיטת שטרסבורג בצרפת, שטוענת כי אי",73ff4fae-7081-4c50-b9eb-de43b58b11d6,https://he.wikipedia.org/wiki/אסכולת_האנאל,אסכולת האנאל,History,"באילו מובנים השפיעה המתודולוגיה של אסכולת ה""אנאל"" על האופן שבו היסטוריונים כותבים ימינו על אירועים אקטואליים, בהשוואה לגישות היסטוריוגרפיות מסורתיות?",gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"הידרופיליות (hydrophilicity) (מיוונית: ύδρο, הידרו – מים; φιλια, פיליה – ידידות, אהבה) מתארת את התכונה הפיזיקלית של שטח הפנים של חומר להתקשר למים: בדר",1a4ca35e-69cc-4479-be65-4e067673cc00,https://he.wikipedia.org/wiki/הידרופיליות,הידרופיליות,Biology,"כיצד משפיעה תכונת ההידרופיליות על הדרך שבה חומרים מגיבים עם נוזלים אחרים שאינם מים, כמו שמן או אלכוהול?",gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"ארגון ביולוגי או היררכית החיים הוא תפיסה היררכית של מבנים ביולוגיים מורכבים בשיטה רדוקציוניסטית. ההיררכיה משתרעת מאטומים עד לביוספרות.
כל רמה בהיררכיה",4bb709ef-50be-440f-8655-c7141ea87ea5,https://he.wikipedia.org/wiki/ארגון_ביולוגי,ארגון ביולוגי,Biology,כיצד משפיעה הגישה הרדוקציוניסטית על היכולת שלנו להבין תופעות ביולוגיות מורכבות שמתקיימות ברמת האורגניזם השלם ולא רק ברמת המרכיבים הבסיסיים שלו?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"בִּיּוֹלוֹגְיָה היא ענף במדעי הטבע, העוסק בהרכבו של עולם החי והצומח, במקור החיים, ברבגוניותם, ובהתנהגותם של היצורים החיים, וביחסי הגומלין בינם לבין עצ",46943008-f8f4-464e-bd82-36d4ca07e295,https://he.wikipedia.org/wiki/ביולוגיה,ביולוגיה,Biology,כיצד לדעתך השפיעה התפתחות הטכנולוגיה בעשורים האחרונים על יכולתנו להבין את מקור החיים ואת המורכבות שלהם?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"חומרים ותהליכים אנדוגניים הם אלה שמקורם במערכת חיה כגון אורגניזם, רקמה או תא.
לעומת זאת חומרים ותהליכים אקסוגניים הם אלה שמקורם מחוץ לאורגניזם.
לדוגמה",603955e2-9959-4c40-b3ca-17d359c42046,https://he.wikipedia.org/wiki/אנדוגני_(ביולוגיה),אנדוגני (ביולוגיה),Biology,כיצד משפיעים תהליכים אקסוגניים על מאזן הפעילות האנדוגנית בתוך אורגניזם חי לאורך זמן?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"אִינְטֶרְאַקְצִיָּה (בעברית: הידוד, הִדּוּד בכתיב מנוקד; או פְּעֻלַּת-גּוֹמְלִין) היא פעולה שבה שני גורמים (או יותר) פועלים זה על זה. למשל, שיחה היא א",8a9e3bbb-8f34-4659-9017-b89f89a8ec24,https://he.wikipedia.org/wiki/אינטראקציה,אינטראקציה,Biology,כיצד לדעתך משפיעה דינמיקת ההידוד על היכולת של בני אדם להגיע להסכמות משותפות במהלך ויכוח?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"PubChem הוא בסיס נתונים כימי ענק המכיל גם מידע אודות ההשפעות הביולוגיות של החומרים על אורגניזמים.
המאגר מנוהל על ידי המרכז הלאומי למידע ביוטכנולוגי (N",d8e3de8f-4a1f-4f10-88e5-f0d6ffa457b1,https://he.wikipedia.org/wiki/PubChem,PubChem,Chemistry,באילו מנגנונים או קריטריונים משתמש המרכז הלאומי למידע ביוטכנולוגי כדי לוודא את מהימנות המידע שמוזן למאגר PubChem על ידי משתמשים חיצוניים?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"אינדקס מרק (Merck Index; על שם חברת התרופות הגרמנית Merck) היא אנציקלופדיה של כימיקלים, תרופות ותרכובות ביולוגיות המכילה מעל 10,000 ערכים ומפורסמת על ",7fda2e77-102c-4c15-b1a7-5a182db544fe,https://he.wikipedia.org/wiki/אינדקס_מרק,אינדקס מרק,Chemistry,"כיצד השפיע המעבר של ""אינדקס מרק"" לפורמט דיגיטלי על אופן השימוש בו על ידי חוקרים וסטודנטים בתחומי הכימיה והפרמקולוגיה כיום?",gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"כִימְיָה או כִּימְיָה (מיוונית: Χημια) היא ענף במדעי הטבע העוסק בהרכב החומר, מבנהו, תכונותיו והשינויים החלים בו במהלך אינטראקציה עם חומר אחר. ניתן לכנ",934b8181-a159-4d32-87c5-05ac6bc059bb,https://he.wikipedia.org/wiki/כימיה,כימיה,Chemistry,כיצד השפיעה התפתחות הכימיה המודרנית על היכולת שלנו לפתח חומרים מלאכותיים שאינם קיימים בטבע?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"בכימיה, בלוק או גוש (באנגלית: Block) הוא יחידה ארגונית בטבלה המחזורית, המקבצת יסודות כימיים על בסיס האורביטלים האטומיים שבהם נמצאים אלקטרוני הערכיות ש",e484962a-de5c-40f2-92a1-b67e51ff1d31,https://he.wikipedia.org/wiki/בלוק_(כימיה),בלוק (כימיה),Chemistry,אילו תכונות כימיות או פיזיקליות משותפות מאפיינות בדרך כלל את כל היסודות הנמצאים באותו בלוק בטבלה המחזורית?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
"אנלוג מבני, המכונה גם אנלוג כימי או פשוט אנלוג, הוא תרכובת בעלת מבנה דומה לזה של תרכובת אחרת, אך שונה ממנה ביחס לרכיב מסוים.
השוני יכול להתבטא באטום א",37b901eb-15bd-44a9-b5c2-f64dc2976a27,https://he.wikipedia.org/wiki/אנלוג_מבני,אנלוג מבני,Chemistry,אילו השלכות עשויות להיות לשינוי קטן במבנה המולקולרי של תרופה על היעילות הטיפולית שלה בגוף האדם?,gemini_3_1_flash_lite,google/gemini-3.1-flash-lite-preview,
