extracted_text,uid,wiki_link,article_title,topic
"הערך מוזיקה בדת הבהאית מתייחס לרפרטואר שירים אשר תוכנו הטקסטואלי מבוסס או נלקח ישירות מפרי עיטם של הבאב, מייסדה, בהאא אללה וממשיך דרכו עבד אל-בהאא'. כ",d5649c40-366e-48c1-b744-b0fc63cee0f2,https://he.wikipedia.org/wiki/מוזיקה_בדת_הבהאית,מוזיקה בדת הבהאית,Music
"לִבְרִית, ובלעז לִיבְּרֶטּוֹ (libretto), היא השם הכולל לטקסט של יצירה מוזיקלית ווקאלית-בימתית, כגון: אופרה, אופרטה, אורטוריה או מחזמר.
מקור המילה באיט",2b885901-1500-4af1-82f3-e51ad0f104bf,https://he.wikipedia.org/wiki/לברית,לברית,Music
"לָהִיט הוא יצירה מוזיקלית, בדרך כלל שיר או נעימה, הזוכה להצלחה רבה. הגורמים העיקריים להפיכת שיר ללהיט הם היותו קליט לאוזן וקל לשירה, קצבי לריקוד, או נ",ec41933f-cd0e-4a86-916f-fcc26142c638,https://he.wikipedia.org/wiki/להיט,להיט,Music
"באמנות, אקטיביזם היה מגמת אמנות ספרותית וחזותית במרכז ובמזרח אירופה בשנות העשור השני של המאה ה-20 ובשנות ה-20 של המאה ה-20.


== היווצרותו ומטרותיו ==",a4c9de8f-1d10-44d4-a650-49af637e7292,https://he.wikipedia.org/wiki/אקטיביזם_(אמנות),אקטיביזם (אמנות),Literature
"אונגנייאו (בקוריאנית: 웅녀; הנג'ה: 熊女, פשוט כמשמעו: אשת-דוב) היה דוב שהפך לאישה על פי מיתוס בריאת העולם של האומה הקוריאנית.


== האגדה ==
על פי האגדה, נ",03c546bf-ff1d-407e-a98d-196e4968259c,https://he.wikipedia.org/wiki/אונגנייאו,אונגנייאו,Literature
"ספרות אפורה היא ספרות מקצועית הנוצרת, מופצת ומתפרסמת באופן עצמאי על ידי גופים שונים כגון מוסדות ציבור, מוסדות של המגזר השלישי, אגודות מקצועיות, אקדמיה",af1a6b7b-4529-4d51-a53c-1090553cdf12,https://he.wikipedia.org/wiki/ספרות_אפורה,ספרות אפורה,Literature
"מועדון קריאה הוא קבוצה של אנשים המתכנסת במטרה לדון בנושא מסוים או ברשימת קריאה מוסכמת. מועדוני הקריאה נפגשים בקביעות, בדרך כלל פעם בחודש. מועדוני הקרי",02427a31-a0e8-4b0b-841f-8c8550610f99,https://he.wikipedia.org/wiki/מועדון_קריאה,מועדון קריאה,Literature
"דיקציה (מלטינית: Dictionem, ""אמירה, ביטוי, מילה"") במשמעותה המקורית, היא בחירת המילים של סופר או דובר וסגנון ביטוי בשיר או בסיפור. בשימושה הנפוץ יותר, ",1dbbbd96-4c66-4e4d-ae96-33adce678e9b,https://he.wikipedia.org/wiki/דיקציה,דיקציה,Literature
Setjetting (באנגלית: Setjetting; או כמשמעותו חופשת מיקום או חופשת אתרים) הוא אופנה של נסיעה ליעדים שהיו אתרי צילום של סרטים. דוגמאות כוללות סיור בלונד,468f9b43-ff76-4f42-88ae-8074e1351cdc,https://he.wikipedia.org/wiki/Setjetting,Setjetting,Cinema
"כיסא במאים (באנגלית: Director's chair) הוא כיסא קל, מתקפל, שניתן לקפלו בתנועת מספריים. משענת הגב של הכיסא והמושב עשויים בד או פלסטיק גמיש ומתקפל. רגלי",9680c0a4-eec5-4d0e-813d-110c35d27d2a,https://he.wikipedia.org/wiki/כיסא_במאים,כיסא במאים,Cinema
FIAPF (באנגלית: International Federation of Film Producers Associations) הוא ארגון המורכב מ-36 אגודות חברות מ-30 המדינות המובילות בעולם בתחום האודיו-ו,58571e2f-33f7-4cec-9393-dffa24138766,https://he.wikipedia.org/wiki/FIAPF,FIAPF,Cinema
"ראינוע (או סרט אילם) היה שלב ראשוני ומשמעותי בהתפתחות הקולנוע, שבו הוקרנו יצירות מצולמות של קטעי תנועה, אך ללא צליל מוקלט מראש. המצאת הראינוע מיוחסת ל",9a03ad96-7c3a-4264-acf5-b7dd63f13654,https://he.wikipedia.org/wiki/ראינוע,ראינוע,Cinema
"סדרות קולנוע היו סדרות של פרקים או של סרטים קצרים במסגרת עלילתית אחת, ששודרו בבתי קולנוע במחצית הראשונה של המאה ה-20, טרם הפיכת מקלט הטלוויזיה למוצר ב",aebfb385-4ada-4619-a49c-a880356970be,https://he.wikipedia.org/wiki/סדרת_קולנוע,סדרת קולנוע,Cinema
"היסטוריה היא חקר מאורעות העבר בתולדות האנושות. מבחינה מתודולוגית, מחקר זה מתבצע לרוב על סמך תעודות כתובות, תוך כדי פרשנות וניתוח רצפים של מאורעות מתוע",6f8f54f5-fd19-4687-ae24-c810ded5c9c3,https://he.wikipedia.org/wiki/היסטוריה,היסטוריה,History
"אִידֵאוֹלוֹגְיָה (מיוונית: Ιδεολογία) היא מערכת של רעיונות, אמונות וערכים שמנחים את תפיסת העולם, ההתנהגות והפעולה של יחידים או קבוצות, במיוחד בהקשרים ",35959a40-458c-41e2-9b07-480f059eb9a7,https://he.wikipedia.org/wiki/אידאולוגיה,אידאולוגיה,History
"גֵּנֵאָלוֹגְיָה, או בעברית חקר יוחסין, היא מדע עזר בהיסטוריה ואנתרופולוגיה לחקר ההקשר הגנטי של קבוצת אורגניזמים. במובן הצר, המונח מתייחס לחקר היוחסין ",7b5887fe-3983-497a-aa87-1d70c40fe6af,https://he.wikipedia.org/wiki/גנאלוגיה,גנאלוגיה,History
מדעי עזר בהיסטוריה  הם מדעים אשר עוזרים להעריך ולהשתמש במקורות היסטוריים וככאלו מהווים מדעי עזר למחקר ההיסטורי. רבים מן התחומים הללו התפתחו בין המאה ה,65391332-16c2-44a1-b4bf-5ab670cb88c0,https://he.wikipedia.org/wiki/מדעי_עזר_בהיסטוריה,מדעי עזר בהיסטוריה,History
"אסכולת ה""אנאל"" (בצרפתית: L'École des Annales, ""אסכולת ספרי השנים"") היא אסכולה היסטוריוגרפית שראשיתה בשנת 1929 באוניברסיטת שטרסבורג בצרפת, שטוענת כי אי",73ff4fae-7081-4c50-b9eb-de43b58b11d6,https://he.wikipedia.org/wiki/אסכולת_האנאל,אסכולת האנאל,History
"הידרופיליות (hydrophilicity) (מיוונית: ύδρο, הידרו – מים; φιλια, פיליה – ידידות, אהבה) מתארת את התכונה הפיזיקלית של שטח הפנים של חומר להתקשר למים: בדר",1a4ca35e-69cc-4479-be65-4e067673cc00,https://he.wikipedia.org/wiki/הידרופיליות,הידרופיליות,Biology
"ארגון ביולוגי או היררכית החיים הוא תפיסה היררכית של מבנים ביולוגיים מורכבים בשיטה רדוקציוניסטית. ההיררכיה משתרעת מאטומים עד לביוספרות.
כל רמה בהיררכיה",4bb709ef-50be-440f-8655-c7141ea87ea5,https://he.wikipedia.org/wiki/ארגון_ביולוגי,ארגון ביולוגי,Biology
"בִּיּוֹלוֹגְיָה היא ענף במדעי הטבע, העוסק בהרכבו של עולם החי והצומח, במקור החיים, ברבגוניותם, ובהתנהגותם של היצורים החיים, וביחסי הגומלין בינם לבין עצ",46943008-f8f4-464e-bd82-36d4ca07e295,https://he.wikipedia.org/wiki/ביולוגיה,ביולוגיה,Biology
"חומרים ותהליכים אנדוגניים הם אלה שמקורם במערכת חיה כגון אורגניזם, רקמה או תא.
לעומת זאת חומרים ותהליכים אקסוגניים הם אלה שמקורם מחוץ לאורגניזם.
לדוגמה",603955e2-9959-4c40-b3ca-17d359c42046,https://he.wikipedia.org/wiki/אנדוגני_(ביולוגיה),אנדוגני (ביולוגיה),Biology
"אִינְטֶרְאַקְצִיָּה (בעברית: הידוד, הִדּוּד בכתיב מנוקד; או פְּעֻלַּת-גּוֹמְלִין) היא פעולה שבה שני גורמים (או יותר) פועלים זה על זה. למשל, שיחה היא א",8a9e3bbb-8f34-4659-9017-b89f89a8ec24,https://he.wikipedia.org/wiki/אינטראקציה,אינטראקציה,Biology
"PubChem הוא בסיס נתונים כימי ענק המכיל גם מידע אודות ההשפעות הביולוגיות של החומרים על אורגניזמים.
המאגר מנוהל על ידי המרכז הלאומי למידע ביוטכנולוגי (N",d8e3de8f-4a1f-4f10-88e5-f0d6ffa457b1,https://he.wikipedia.org/wiki/PubChem,PubChem,Chemistry
"אינדקס מרק (Merck Index; על שם חברת התרופות הגרמנית Merck) היא אנציקלופדיה של כימיקלים, תרופות ותרכובות ביולוגיות המכילה מעל 10,000 ערכים ומפורסמת על ",7fda2e77-102c-4c15-b1a7-5a182db544fe,https://he.wikipedia.org/wiki/אינדקס_מרק,אינדקס מרק,Chemistry
"כִימְיָה או כִּימְיָה (מיוונית: Χημια) היא ענף במדעי הטבע העוסק בהרכב החומר, מבנהו, תכונותיו והשינויים החלים בו במהלך אינטראקציה עם חומר אחר. ניתן לכנ",934b8181-a159-4d32-87c5-05ac6bc059bb,https://he.wikipedia.org/wiki/כימיה,כימיה,Chemistry
"בכימיה, בלוק או גוש (באנגלית: Block) הוא יחידה ארגונית בטבלה המחזורית, המקבצת יסודות כימיים על בסיס האורביטלים האטומיים שבהם נמצאים אלקטרוני הערכיות ש",e484962a-de5c-40f2-92a1-b67e51ff1d31,https://he.wikipedia.org/wiki/בלוק_(כימיה),בלוק (כימיה),Chemistry
"אנלוג מבני, המכונה גם אנלוג כימי או פשוט אנלוג, הוא תרכובת בעלת מבנה דומה לזה של תרכובת אחרת, אך שונה ממנה ביחס לרכיב מסוים.
השוני יכול להתבטא באטום א",37b901eb-15bd-44a9-b5c2-f64dc2976a27,https://he.wikipedia.org/wiki/אנלוג_מבני,אנלוג מבני,Chemistry
"האפקט הפוטו-וולטאי הוא תופעה פיזיקלית של יצירת מתח וזרם חשמלי בחומר כתוצאה מחשיפה לאור. בשפה פשוטה יותר, מדובר בתהליך המסוגל להמיר אנרגיית אור ישירות ",68988af2-03c9-4ce5-81fb-d0109c4ddaf0,https://he.wikipedia.org/wiki/האפקט_הפוטו-וולטאי,האפקט הפוטו-וולטאי,Physics
"בפיזיקה ובכימיה ישנן מספר דוגמאות לתופעות שבהן עבור מספרים ספציפיים של חלקיקים מתקבלים גופים יציבים במיוחד. מספרי קסם נובעים מתופעות קוונטיות, הקשורות",fdd33698-57cc-4a42-8bdf-9258e4dcce1b,https://he.wikipedia.org/wiki/מספר_קסם_(מדע),מספר קסם (מדע),Physics
"מרחב תלת-ממדי הוא מרחב מתמטי או פיזיקלי, שיש לו שלושה ממדים, למשל אורך, רוחב וגובה. בפיזיקה קלאסית משתמשים במרחב כזה לתיאור העולם המקיף אותנו. במתמטיק",49032937-ff02-4233-b3ba-ad5a6d5bbd7b,https://he.wikipedia.org/wiki/מרחב_תלת-ממדי,מרחב תלת-ממדי,Physics
"בפילוסופיה ובפיזיקה הקדומה עלתה השערה, שמיוחסת לאריסטו, לפיה הטבע מתנגד לקיום ריק, מרווחים בתוך התווך הרציף בין הדברים. בלטינית השערה זו קיבלה את השם ",020d33b8-fbc2-4223-83b7-38bff1bac9ff,https://he.wikipedia.org/wiki/אימת_הריק_(פיזיקה),אימת הריק (פיזיקה),Physics
"חקר מעמקי הים הוא חקירת תנאים פיזיקליים, כימיים וביולוגיים בקרקעית האוקיינוסים, למטרות מדעיות ומסחריות. מעמקי הים נחקרו בדיוק רב רק בעשרות השנים האחרו",c21209d1-6a60-4a65-8a06-d47bfbcf7a72,https://he.wikipedia.org/wiki/חקר_מעמקי_הים,חקר מעמקי הים,Physics
"במתמטיקה זמן בדיד וזמן רציף הם שתי גישות שבהן אפשר למדל משתנים התלויים בזמן. אפשר לנקוט גישות דומות גם עבור משתנים התלויים בגדלים אחרים, כגון ממדי המי",e519cbab-cd15-406f-93c7-fa549589652e,https://he.wikipedia.org/wiki/זמן_בדיד_וזמן_רציף,זמן בדיד וזמן רציף,Mathematics
"הוראת המתמטיקה היא תחום העוסק בהוראה ובלימוד של מתמטיקה.
חוקרים בחינוך המתמטי מפתחים כלים, שיטות וגישות המאפשרים תרגול ולימוד בפועל. כתוצאה מכך התפתח ",c4ddcff2-b243-40b1-ad28-f579fcd0e7e3,https://he.wikipedia.org/wiki/הוראת_המתמטיקה,הוראת המתמטיקה,Mathematics
"ציר המספרים או ישר המספרים הוא תמונה חד-ממדית של קו ישר, עליו מסומנות נקודות, המציינות את המספרים השלמים.
הנקודות המציינות את המספרים השלמים מצויות במ",a05017fd-e29f-4e4b-9f0f-c93e3488139f,https://he.wikipedia.org/wiki/ציר_המספרים,ציר המספרים,Mathematics
"מטא-מתמטיקה (או מטאמתמטיקה) הוא המחקר של המתמטיקה עצמה על ידי כלים מתמטיים, דבר המוביל למטא-תאוריות, תאוריות מתמטיות החוקרות תאוריות מתמטיות אחרות. המ",8f9d954f-9a3a-4638-aaad-268bcc12f2a4,https://he.wikipedia.org/wiki/מטא-מתמטיקה,מטא-מתמטיקה,Mathematics
"נבחרת ישראל במתמטיקה מונה כ-50 בני נוער מצטיינים. חברי הנבחרת מתאמנים יחד לקראת תחרויות מתמטיקה בין-לאומיות, אליהן נשלחים מצטייני הנבחרת כדי לייצג את ",769eeba8-507e-4ebf-adb5-75768592da0a,https://he.wikipedia.org/wiki/נבחרת_ישראל_במתמטיקה,נבחרת ישראל במתמטיקה,Mathematics
"אינסוף הוא העדר גבול בהמשכיותו של עצם או נתון מוגדר. הוא מונח מצוי בפילוסופיה, תאולוגיה ומתמטיקה. העיסוק הפילוסופי באינסוף נקשר בין השאר לדיונים במושג",51b0e03c-fd7a-452c-ab52-2266372f55c4,https://he.wikipedia.org/wiki/אינסוף_(פילוסופיה),אינסוף (פילוסופיה),Philosophy
"באתיקה, יׇשְׁרָה (בלועזית: אינטגריטי) היא כנות ואמיתות או הקפדה על הפעולות הננקטות. יושרה יכולה להיחשב כניגוד לצביעות.
אפשר לסמוך על אנשים בעלי יושרה ",58023d58-00b9-454d-8e29-85f023f54df6,https://he.wikipedia.org/wiki/יושרה,יושרה,Philosophy
"אנטיתזה או אנטיתזיס (ביוונית ἀντίθέσις ניגוד. אנטי - נגד, תזה - עמדה) היא ניגוד ישיר או הפך מדויק למשהו. לדוגמה: גיהנום אנטיתזה לגן עדן; אי-סדר אנטיתז",0afd9610-62fb-46c0-a595-f6eef986b0b3,https://he.wikipedia.org/wiki/אנטיתזה,אנטיתזה,Philosophy
"אם עץ נופל ביער ואף אחד לא שומע, האם הוא השמיע צליל? היא שאלה או חידה פילוסופית מתחום האפיסטמולוגיה, המעלה שאלות רבות על הקשר בין ידע, התבוננות ומציאו",ef0649e1-c512-4ed4-9ef1-c99e405c47fe,https://he.wikipedia.org/wiki/אם_עץ_נופל_ביער,אם עץ נופל ביער,Philosophy
"אני חושב, משמע אני קיים (מלטינית: Cogito ergo sum, קוֹגִיטוֹ אֶרְגוֹ סוּם, ובקיצור הקוגיטו) הוא משפט פילוסופי של הפילוסוף הצרפתי בן המאה ה-17, רנה דקא",3cbc4d13-7363-442b-b871-4df2787420df,"https://he.wikipedia.org/wiki/אני_חושב,_משמע_אני_קיים","אני חושב, משמע אני קיים",Philosophy
החוויה הדתית לסוגיה: מחקר בטבע האדם (באנגלית: The Varieties of Religious Experience: A Study in Human Nature) הוא ספר שנכתב על ידי הפילוסוף והפסיכולוג,e14d534c-5168-4c38-aa36-65afb08c37bf,https://he.wikipedia.org/wiki/החוויה_הדתית_לסוגיה,החוויה הדתית לסוגיה,Religion
"בית רוח הוא מקדש לרוח המגן על המקום. הם נפוצים במדינות דרום מזרח אסיה בורמה, קמבודיה, לאוס, תאילנד, מלזיה, אינדונזיה, וייטנאם והפיליפינים. בית הרוח נב",ba982cde-ce13-49a4-801c-75b163b52016,https://he.wikipedia.org/wiki/בית_רוח,בית רוח,Religion
"היירוגמיה (ביוונית: ἱερογαμία, מתוך ἱερὸς γάμος – היירוס הוא קדוש, גמוס הוא נישואים, יחסי מין), או ירוגמיה, היא נישואין מקודשים או זנות פולחנית, זנות ",2b2e8814-a99a-4eea-a63f-8a7b660e6897,https://he.wikipedia.org/wiki/היירוגמיה,היירוגמיה,Religion
"ביקורת על היהדות, החוקים והמנהגים שלה צמחו בעבר מתוך ויכוחים וטיעונים של נוצרים ומוסלמים. לפעמים טענות כאלו הובילו לשריפת ספרים ואנטישמיות. הייתה גם ב",8474da56-6b45-4f85-97dc-5fab6608235f,https://he.wikipedia.org/wiki/ביקורת_על_היהדות,ביקורת על היהדות,Religion
"דת היא התארגנות חברתית או תרבותית הכוללת מערכת של אמונות או השקפות עולם, אשר בדרך כלל מקשרות את מאמיניה או את האנושות לאלמנטים רוחניים ועל-טבעיים, וכן",0c753d7a-33a6-45f0-9c9b-c99a31eaf552,https://he.wikipedia.org/wiki/דת,דת,Religion
"חברה סגורה היא תפיסה חברתית שבה קבוצה מסוימת מגבילה את עצמה מתוך אמונה או ערכים משותפים, ובכך מגדירה את גבולותיה התרבותיים, הדתיים, או האידאולוגיים בא",80efc0a1-aac1-4567-a56e-94f6540b4970,https://he.wikipedia.org/wiki/חברה_סגורה,חברה סגורה,Society
"במדעי החברה, הסְפֵרָה הציבורית או המרחב הציבורי הם כינויים לכל הפעילויות האנושיות הנעשות בציבור, מחוץ למסגרת המשפחתית.
הסוציולוג, הפילוסוף וחוקר התרבו",24883d01-eb94-4129-afbe-a95bf51e756e,https://he.wikipedia.org/wiki/הספרה_הציבורית,הספרה הציבורית,Society
דייט (מאנגלית: Date) היא פגישת היכרות בין שני אנשים על מנת להעריך את מידת ההתאמה של הצד השני כשותף פוטנציאלי לזוגיות. דייט אופייני עשוי להיות כרוך באר,67177255-fa4c-40a1-8fac-66a61870c43d,https://he.wikipedia.org/wiki/דייט,דייט,Society
"BDO (ראשי התיבות של: Binder Dijker Otte) היא רשת בינלאומית של ביקורת, מיסים וייעוץ לחברות, שחברים בה משרדי רואי חשבון ביותר מ-160 מדינות. המטה שלה ממו",08cb45d9-13e9-47e2-923d-089f4981f67b,https://he.wikipedia.org/wiki/BDO,BDO,Society
"במחשבה המרקסיסטית, חברה קומוניסטית או מערכת קומוניסטית היא סוג חברה ומערכת כלכלית שלפי ההנחה תצמח באופן טבעי מהתקדמות טכנולוגית. חברה זו היא המטרה הסו",1f7edd56-1b82-455b-a0b7-e43c2264e09c,https://he.wikipedia.org/wiki/חברה_קומוניסטית,חברה קומוניסטית,Society
"בכלכלה בינלאומית, איחוד מוניטרי (באנגלית: Monetary union) הוא סוג של אינטגרציה כלכלית בין מדינות. איחוד מוניטרי מתקיים כאשר שתי מדינות או יותר חולקות ",39639fe4-199b-4c4d-a7ba-1f667868c58f,https://he.wikipedia.org/wiki/איחוד_מוניטרי,איחוד מוניטרי,Economy
"אַבְטָלָה היא מצב שבו אדם המסוגל לעבוד, רוצה בכך, מחפש ואינו מצליח למצוא עבודה תמורת שכר. מקובל להבחין בין מובטל, שאינו עובד ומחפש עבודה לעבוד ואינו מ",a6383106-f09b-46fd-935b-6a155c9e4c02,https://he.wikipedia.org/wiki/אבטלה,אבטלה,Economy
"אוצר טבע הוא אתר שבו שמור משאב טבעי שאיננו תוצר של פעולת האדם ומשמש לרווחת האדם ושימור הטבע.


== סוגים ==


=== אוצרות טבע המיועדים לשימור בלבד ===

",e4e56c42-0286-470a-81e9-82205920b092,https://he.wikipedia.org/wiki/אוצר_טבע,אוצר טבע,Economy
"אפליה כלכלית היא אפליה המבוססת על מרכיבים כלכליים. רכיבים אלו יכולים לכלול זמינות הצעות עבודה, שכר, זמינות ומחיר של מוצרים ושירותים וכמות ההון להשקעה ",2979c5f0-deac-474d-963b-b9e09d63fb4b,https://he.wikipedia.org/wiki/אפליה_כלכלית,אפליה כלכלית,Economy
"אפליה קניינית מוגדרת כדחייה או סירוב, על ידי אדם או תאגיד, לבצע עסקה קניינית כלשהי עם אדם אחר, ממניעים פסולים, כגון: מגדרו, דתו, מוצאו, נטייתו המינית,",122ba71d-e097-4910-99a6-82eedc762c79,https://he.wikipedia.org/wiki/אפליה_קניינית,אפליה קניינית,Economy
"בעיית הידיים המלוכלכות היא שאלה מוסרית-פוליטית הנוגעת למצבים שבהם מנהיגים עומדים בפני דילמה אם לבצע מעשים לא-מוסריים, או אף פסולים מבחינה מוסרית, כדי ",76fefe22-672a-42c9-b2c7-5adfe075acd1,https://he.wikipedia.org/wiki/בעיית_הידיים_המלוכלכות,בעיית הידיים המלוכלכות,Politics
